instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-13786,126,64,18831,16731,18831,2100,0,18718,545167
django__django-13794,127,55,25023,23331,25023,1692,0,18485,733311
django__django-13807,128,64,34893,33052,34893,1841,0,14872,988749
django__django-13809,129,64,25675,23675,25675,2000,0,6216,936011
django__django-13810,130,62,41237,39306,41237,1931,0,27196,1286549
django__django-13820,131,57,28134,26362,28134,1772,0,19780,789542
django__django-13821,132,53,34436,33013,34436,1423,0,7960,877956
django__django-13837,133,63,40473,38338,40473,2135,0,53437,1271129
django__django-13925,134,45,18944,17649,18944,1295,0,14736,458304
django__django-13933,135,64,39485,37447,39485,2038,0,12780,1222333
django__django-13964,136,49,35323,33724,35323,1599,0,8895,881147
django__django-14007,137,50,14257,12563,14257,1694,0,6960,345457
django__django-14011,138,29,18981,18075,18981,906,0,17029,246053
django__django-14017,139,64,19667,17494,19667,2173,0,20787,657875
django__django-14034,140,35,23280,22105,23280,1175,0,28921,375664
django__django-14053,141,64,41151,39323,41151,1828,0,25481,1371391
django__django-14089,142,28,12633,11798,12633,835,0,3059,197977
django__django-14122,143,60,24190,22522,24190,1668,0,24421,807870
django__django-14140,144,64,33795,31593,33795,2202,0,19450,1056963
django__django-14155,145,47,31379,29816,31379,1563,0,10508,625299
django__django-14170,146,64,28632,26666,28632,1966,0,11818,796568
django__django-14238,147,64,34039,31918,34039,2121,0,22205,1039735
django__django-14311,148,11,9077,8746,9077,331,0,11597,52725
django__django-14315,149,43,16225,14848,16225,1377,0,14529,301409
django__django-14349,150,30,24375,23413,24375,962,0,8835,326839
django__django-14351,151,64,49767,47826,49767,1941,0,15693,1707687
django__django-14373,152,24,19934,19215,19934,719,0,3214,216094
django__django-14376,153,60,31211,29130,31211,2081,0,10681,769387
django__django-14404,154,64,34582,32669,34582,1913,0,15722,1005654
django__django-14434,155,64,26542,24541,26542,2001,0,34413,786990
django__django-14493,156,64,33537,31594,33537,1943,0,13305,801857
django__django-14500,157,15,10960,10445,10960,515,0,17179,97808
django__django-14534,158,64,18459,16503,18459,1956,0,16230,637467
django__django-14539,159,21,11161,10542,11161,619,0,17682,144601
django__django-14559,160,48,16904,15374,16904,1530,0,5311,334664
django__django-14580,161,64,33991,32005,33991,1986,0,17821,1256711
django__django-14608,162,64,34961,33090,34961,1871,0,11547,1198417
django__django-14631,163,64,28088,26077,28088,2011,0,20883,1094264
django__django-14672,164,30,15835,14973,15835,862,0,14921,249499
django__django-14725,165,64,19315,17558,19315,1757,0,17737,705203
django__django-14752,166,15,8645,8327,8645,318,0,1928,73221
django__django-14765,167,20,16802,16166,16802,636,0,1369,186722
django__django-14771,168,29,10430,9565,10430,865,0,2728,185470
django__django-14787,169,64,34683,32675,34683,2008,0,37246,1022395
django__django-14792,170,21,15832,15381,15832,451,0,14756,215000
django__django-14855,171,64,31046,29006,31046,2040,0,8922,886790
django__django-14915,172,50,20150,18501,20150,1649,0,7765,487670
django__django-14999,173,20,11900,11444,11900,456,0,12147,137724
django__django-15022,174,14,6253,5845,6253,408,0,3703,50477
django__django-15037,175,64,26368,24444,26368,1924,0,12308,1026176
django__django-15098,176,42,21174,19873,21174,1301,0,16806,436470
django__django-15103,177,64,33649,31742,33649,1907,0,20468,976049
django__django-15104,178,22,10106,9561,10106,545,0,2597,82874
django__django-15127,179,50,30397,29082,30397,1315,0,12996,699133
django__django-15128,180,19,7516,6914,7516,602,0,15449,71708
django__django-15161,181,64,17031,14951,17031,2080,0,22494,580423
django__django-15252,182,64,29266,27323,29266,1943,0,16283,840530
django__django-15268,183,23,13481,12808,13481,673,0,14587,143273
django__django-15277,184,60,26622,24870,26622,1752,0,7859,673470
django__django-15278,185,64,36547,34684,36547,1863,0,35168,1172995
django__django-15280,186,64,35031,32791,35031,2240,0,10290,1199639
django__django-15315,187,64,18221,16278,18221,1943,0,9941,500141
django__django-15368,188,64,21446,19635,21446,1811,0,7851,605446
django__django-15375,189,62,25900,23957,25900,1943,0,25290,888492
django__django-15380,190,21,9197,8698,9197,499,0,10544,115501
django__django-15382,191,64,21401,19419,21401,1982,0,16893,608985
django__django-15467,192,59,22415,20518,22415,1897,0,7572,634319
django__django-15499,193,41,23906,22497,23906,1409,0,6626,510498
django__django-15503,194,43,17667,16340,17667,1327,0,18564,429955
django__django-15525,195,9,11089,10857,11089,232,0,10264,49489
django__django-15554,196,64,33264,31300,33264,1964,0,19197,1131760
django__django-15561,197,64,24164,22287,24164,1877,0,9244,843300
django__django-15563,198,64,40684,38598,40684,2086,0,22215,1181676
django__django-15569,199,56,34030,32577,34030,1453,0,15956,1114862
django__django-15572,200,33,20863,19734,20863,1129,0,9189,349695
django__django-15629,201,64,37281,35378,37281,1903,0,13177,1240801
django__django-15695,202,35,18860,17805,18860,1055,0,16771,286316
django__django-15731,203,60,27842,25754,27842,2088,0,5411,701954
django__django-15732,204,16,7323,6840,7323,483,0,5135,56731
django__django-15741,205,32,17454,16608,17454,846,0,7588,364334
django__django-15814,206,64,28586,26553,28586,2033,0,7770,946282
django__django-15851,207,64,46180,44069,46180,2111,0,27443,1059108
django__django-15863,208,64,39850,37996,39850,1854,0,16319,1259626
django__django-15916,209,14,8567,8230,8567,337,0,11922,75895
django__django-15930,210,64,25605,23606,25605,1999,0,11707,843461
django__django-15957,211,64,24959,22902,24959,2057,0,10676,743807
django__django-15973,212,64,36677,34759,36677,1918,0,21358,1297093
django__django-15987,213,61,21037,19112,21037,1925,0,9266,726317
django__django-16032,214,40,22170,21041,22170,1129,0,18019,437914
django__django-16082,215,61,27738,25975,27738,1763,0,10910,815578
django__django-16100,216,23,12825,12122,12825,703,0,4347,139353
django__django-16116,217,20,8245,7705,8245,540,0,6619,97205
django__django-16136,218,64,33367,31262,33367,2105,0,18116,964887
django__django-16139,219,19,10747,10244,10747,503,0,8267,138043
django__django-16145,220,54,33693,32077,33693,1616,0,13268,763549
django__django-16255,221,23,16542,15806,16542,736,0,1969,165790
django__django-16256,222,18,8744,8304,8744,440,0,2872,70632
django__django-16263,223,64,32487,30395,32487,2092,0,12809,870695
django__django-16315,224,38,15858,14687,15858,1171,0,8217,281970
django__django-16333,225,46,29547,28133,29547,1414,0,6954,671339
django__django-16429,226,49,31683,29918,31683,1765,0,13680,856643
django__django-16454,227,64,37980,35982,37980,1998,0,15140,1263644
django__django-16485,228,51,32649,30935,32649,1714,0,49962,758729
django__django-16493,229,64,27401,25359,27401,2042,0,10057,908489
django__django-16502,230,51,44689,43055,44689,1634,0,13792,985617
django__django-16527,231,19,15211,14705,15211,506,0,1467,125227
django__django-16560,232,64,60535,58755,60535,1780,0,38139,1913847
django__django-16569,233,3,1079,1043,1079,36,0,306,2295
django__django-16595,234,31,13487,12450,13487,1037,0,9132,256047
django__django-16612,235,64,30423,28416,30423,2007,0,14490,832343
django__django-16631,236,14,5953,5331,5953,622,0,10951,44801
django__django-16642,237,23,12293,11680,12293,613,0,3023,171269
django__django-16661,238,52,27569,25852,27569,1717,0,19722,655153
django__django-16662,239,64,28965,26909,28965,2056,0,16949,1063461
django__django-16667,240,25,14091,13467,14091,624,0,5270,172747
django__django-16801,241,3,747,667,747,80,0,266,1515
django__django-16819,242,50,27495,25789,27495,1706,0,6612,735719
django__django-16877,243,60,23322,21610,23322,1712,0,6787,637274
django__django-16899,244,49,26192,24880,26192,1312,0,5943,642320
django__django-16901,245,21,5625,5017,5625,608,0,5635,57849
django__django-16938,246,47,30980,29539,30980,1441,0,27451,713860
django__django-16950,247,64,32482,30456,32482,2026,0,18876,1027682
django__django-17029,248,55,21093,19309,21093,1784,0,5555,544933
django__django-17084,249,44,18904,17663,18904,1241,0,4420,518744
django__django-17087,250,64,40727,38997,40727,1730,0,10571,1450903
django__django-7530,251,52,21409,20055,21409,1354,0,10080,593121
django__django-9296,252,17,10847,10291,10847,556,0,5779,95199
matplotlib__matplotlib-13989,253,64,19205,17124,19205,2081,0,34177,624133
matplotlib__matplotlib-14623,254,45,20336,18804,20336,1532,0,9036,428528
matplotlib__matplotlib-20488,255,52,51760,50100,51760,1660,0,30131,972848
matplotlib__matplotlib-20676,256,16,10426,10016,10426,410,0,10812,94586
matplotlib__matplotlib-20826,257,64,42163,40016,42163,2147,0,13527,1528947
matplotlib__matplotlib-20859,258,48,14799,13328,14799,1471,0,5185,254927
matplotlib__matplotlib-21568,259,56,17674,16093,17674,1581,0,13313,569034
matplotlib__matplotlib-22719,260,35,15206,13957,15206,1249,0,8883,312230
matplotlib__matplotlib-22865,261,56,33797,32147,33797,1650,0,26143,889413
matplotlib__matplotlib-22871,262,29,20539,19586,20539,953,0,18013,329147
matplotlib__matplotlib-23299,263,46,17209,15703,17209,1506,0,11712,351289
matplotlib__matplotlib-23314,264,64,18344,16344,18344,2000,0,10635,536616
matplotlib__matplotlib-23412,265,64,15430,13479,15430,1951,0,9899,484998
matplotlib__matplotlib-23476,266,47,23972,22746,23972,1226,0,26427,425572
matplotlib__matplotlib-24026,267,64,37347,35394,37347,1953,0,24493,1054243
matplotlib__matplotlib-24149,268,58,21431,19573,21431,1858,0,10388,656503
matplotlib__matplotlib-24177,269,29,13355,12420,13355,935,0,3056,261419
matplotlib__matplotlib-24570,270,8,3395,3188,3395,207,0,12684,14915
matplotlib__matplotlib-24627,271,57,17321,15617,17321,1704,0,6544,414313
matplotlib__matplotlib-24637,272,64,16913,15095,16913,1818,0,5827,505169
matplotlib__matplotlib-24870,273,27,15073,14361,15073,712,0,5416,222049
matplotlib__matplotlib-24970,274,44,12318,10987,12318,1331,0,24157,256094
matplotlib__matplotlib-25122,275,14,6052,5682,6052,370,0,3894,46116
matplotlib__matplotlib-25287,276,49,20344,18661,20344,1683,0,7391,423800
matplotlib__matplotlib-25311,277,64,27075,25023,27075,2052,0,8085,828419
matplotlib__matplotlib-25332,278,12,5364,4945,5364,419,0,9606,28980
matplotlib__matplotlib-25479,279,58,22071,20542,22071,1529,0,29543,689143
matplotlib__matplotlib-25775,280,64,30312,28138,30312,2174,0,13899,893160
matplotlib__matplotlib-25960,281,64,25129,23142,25129,1987,0,12830,734441
matplotlib__matplotlib-26113,282,20,12419,11633,12419,786,0,5968,159299
matplotlib__matplotlib-26208,283,43,21877,20602,21877,1275,0,13117,491765
matplotlib__matplotlib-26291,284,64,20440,18588,20440,1852,0,33848,782168
matplotlib__matplotlib-26342,285,64,25203,23420,25203,1783,0,11493,853427
matplotlib__matplotlib-26466,286,64,22568,20616,22568,1952,0,7289,782952
mwaskom__seaborn-3069,287,64,30213,28208,30213,2005,0,11224,1080965
mwaskom__seaborn-3187,288,64,26923,24875,26923,2048,0,17833,739691
pallets__flask-5014,289,26,11337,10600,11337,737,0,2382,148873
psf__requests-1142,290,64,23974,22007,23974,1967,0,17372,763494
psf__requests-1724,291,64,25825,23959,25825,1866,0,14081,979041
psf__requests-1766,292,17,10007,9497,10007,510,0,2275,75351
psf__requests-1921,293,22,12916,12193,12916,723,0,6396,188212
psf__requests-2317,294,64,19287,17552,19287,1735,0,12591,492375
psf__requests-2931,295,64,19800,17714,19800,2086,0,13215,660696
psf__requests-5414,296,10,4433,4117,4433,316,0,9636,25745
psf__requests-6028,297,21,12582,12008,12582,574,0,12151,170342
pydata__xarray-2905,298,43,15688,14442,15688,1246,0,13756,303432
pydata__xarray-3095,299,64,43069,41225,43069,1844,0,16080,1123005
pydata__xarray-3151,300,23,13684,13043,13684,641,0,5516,161460
pydata__xarray-3305,301,64,33440,31415,33440,2025,0,9827,1005664
pydata__xarray-3677,302,20,11076,10598,11076,478,0,3619,119236
pydata__xarray-3993,303,55,21091,19148,21091,1943,0,7169,497763
pydata__xarray-4075,304,24,12015,11274,12015,741,0,5419,147375
pydata__xarray-4094,305,29,12959,12137,12959,822,0,8255,188255
pydata__xarray-4356,306,64,32268,30405,32268,1863,0,37505,879308
pydata__xarray-4629,307,7,3740,3537,3740,203,0,858,12252
pydata__xarray-4687,308,64,20577,18526,20577,2051,0,11529,656673
pydata__xarray-4695,309,64,33985,31902,33985,2083,0,42398,1030465
pydata__xarray-4966,310,17,9263,8748,9263,515,0,4283,94383
pydata__xarray-6461,311,47,16452,14983,16452,1469,0,12650,363524
pydata__xarray-6599,312,38,21857,20840,21857,1017,0,17053,385569
pydata__xarray-6721,313,43,20630,19459,20630,1171,0,10144,526998
pydata__xarray-6744,314,27,12653,11922,12653,731,0,26658,187949
pydata__xarray-6938,315,64,24569,22512,24569,2057,0,17084,792121
pydata__xarray-6992,316,58,23524,21831,23524,1693,0,10493,571812
pydata__xarray-7229,317,64,28264,26344,28264,1920,0,28299,976936
pydata__xarray-7233,318,45,28147,26898,28147,1249,0,10179,550259
pydata__xarray-7393,319,57,21846,20014,21846,1832,0,15384,589590
pylint-dev__pylint-4551,320,64,39044,37051,39044,1993,0,14439,1199364
pylint-dev__pylint-4604,321,49,12743,11187,12743,1556,0,11551,302983
pylint-dev__pylint-4661,322,64,30410,28304,30410,2106,0,15041,1006922
pylint-dev__pylint-4970,323,47,28591,27317,28591,1274,0,29789,619951
pylint-dev__pylint-6386,324,64,29330,27500,29330,1830,0,27588,1037074
pylint-dev__pylint-6528,325,34,20637,19570,20637,1067,0,6500,441885
pylint-dev__pylint-6903,326,60,36253,34369,36253,1884,0,17347,1037981
pylint-dev__pylint-7080,327,52,21170,19670,21170,1500,0,19477,767986
pylint-dev__pylint-7277,328,64,78274,76317,78274,1957,0,22409,2459650
pylint-dev__pylint-8898,329,40,24621,23329,24621,1292,0,14656,545389
pytest-dev__pytest-10051,330,17,9060,8526,9060,534,0,3062,92964
pytest-dev__pytest-10081,331,64,23995,21754,23995,2241,0,14683,833275
pytest-dev__pytest-10356,332,24,20252,19488,20252,764,0,3854,276700
pytest-dev__pytest-5262,333,17,6937,6445,6937,492,0,3909,75097
pytest-dev__pytest-5631,334,55,21942,19995,21942,1947,0,10640,565430
pytest-dev__pytest-5787,335,64,45680,43699,45680,1981,0,26135,1302704
pytest-dev__pytest-5809,336,13,4182,3938,4182,244,0,890,30678
pytest-dev__pytest-5840,337,64,44061,42077,44061,1984,0,17635,1799453
pytest-dev__pytest-6197,338,28,9416,8649,9416,767,0,18292,165832
pytest-dev__pytest-6202,339,64,19556,17400,19556,2156,0,6194,565028
pytest-dev__pytest-7205,340,26,16500,15688,16500,812,0,4687,219188
pytest-dev__pytest-7236,341,20,15187,14551,15187,636,0,22479,169619
pytest-dev__pytest-7324,342,44,13769,12377,13769,1392,0,21512,248905
pytest-dev__pytest-7432,343,64,25538,23699,25538,1839,0,21191,822594
pytest-dev__pytest-7490,344,64,41613,39502,41613,2111,0,23254,1474253
pytest-dev__pytest-7521,345,64,27874,25843,27874,2031,0,8025,1046242
pytest-dev__pytest-7571,346,62,32572,30522,32572,2050,0,13963,967420
pytest-dev__pytest-7982,347,64,21586,19451,21586,2135,0,8220,639442
pytest-dev__pytest-8399,348,52,16602,15207,16602,1395,0,5924,528922
scikit-learn__scikit-learn-10297,349,64,23335,21281,23335,2054,0,7934,790823
scikit-learn__scikit-learn-10844,350,31,11964,11051,11964,913,0,7200,171708
scikit-learn__scikit-learn-10908,351,37,10089,8873,10089,1216,0,12220,221097
scikit-learn__scikit-learn-11310,352,64,56482,54260,56482,2222,0,11698,2121378
scikit-learn__scikit-learn-11578,353,18,16982,16418,16982,564,0,6990,173014
scikit-learn__scikit-learn-12585,354,7,2540,2336,2540,204,0,4646,11052
scikit-learn__scikit-learn-12682,355,64,24784,22897,24784,1887,0,10037,849936
scikit-learn__scikit-learn-12973,356,46,20474,19093,20474,1381,0,8288,366266
scikit-learn__scikit-learn-13124,357,7,12286,12152,12286,134,0,10876,53054
scikit-learn__scikit-learn-13135,358,18,11991,11526,11991,465,0,4268,126423
scikit-learn__scikit-learn-13142,359,49,24881,23332,24881,1549,0,22643,692337
scikit-learn__scikit-learn-13328,360,62,28313,26505,28313,1808,0,12606,910297
scikit-learn__scikit-learn-13439,361,35,16237,15030,16237,1207,0,3756,346285
scikit-learn__scikit-learn-13496,362,64,49142,47234,49142,1908,0,24242,1634550
scikit-learn__scikit-learn-13779,363,15,6556,6110,6556,446,0,1832,57948
scikit-learn__scikit-learn-14053,364,5,5591,5535,5591,56,0,9002,17303
scikit-learn__scikit-learn-14087,365,4,3793,3727,3793,66,0,8644,7185
scikit-learn__scikit-learn-14141,366,6,2141,2026,2141,115,0,432,6365
scikit-learn__scikit-learn-14496,367,13,3893,3513,3893,380,0,1156,24117
scikit-learn__scikit-learn-14629,368,49,14870,13409,14870,1461,0,12128,366678
scikit-learn__scikit-learn-14710,369,21,9724,9149,9724,575,0,6506,139772
scikit-learn__scikit-learn-14894,370,20,7830,7063,7830,767,0,8047,88982
scikit-learn__scikit-learn-14983,371,64,21495,19350,21495,2145,0,12826,625975
scikit-learn__scikit-learn-15100,372,39,12815,11575,12815,1240,0,13097,203471
scikit-learn__scikit-learn-25102,373,41,41165,39893,41165,1272,0,21881,900493
scikit-learn__scikit-learn-25232,374,27,16489,15687,16489,802,0,4215,243049
scikit-learn__scikit-learn-25747,375,12,12770,12387,12770,383,0,4882,78690
scikit-learn__scikit-learn-25931,376,24,7812,7031,7812,781,0,15920,94660
scikit-learn__scikit-learn-25973,377,19,12890,12384,12890,506,0,14013,144474
scikit-learn__scikit-learn-26194,378,64,36599,34581,36599,2018,0,61866,1092215
scikit-learn__scikit-learn-26323,379,18,6938,6307,6938,631,0,3326,69338
scikit-learn__scikit-learn-9288,380,64,34795,32722,34795,2073,0,45046,1158827
sphinx-doc__sphinx-10323,381,8,7654,7431,7654,223,0,11500,38566
sphinx-doc__sphinx-10435,382,22,6015,5345,6015,670,0,9075,72959
sphinx-doc__sphinx-10449,383,64,30235,28416,30235,1819,0,24069,1001435
sphinx-doc__sphinx-10466,384,43,40388,38911,40388,1477,0,10768,944644
sphinx-doc__sphinx-10614,385,25,11986,11226,11986,760,0,17078,195602
sphinx-doc__sphinx-10673,386,50,17991,16361,17991,1630,0,8942,565575
sphinx-doc__sphinx-11445,387,64,33023,31181,33023,1842,0,18414,909183
sphinx-doc__sphinx-11510,388,4,4433,4320,4433,113,0,689,10705
sphinx-doc__sphinx-7440,389,64,37181,35232,37181,1949,0,17736,1027837
sphinx-doc__sphinx-7454,390,64,32128,30186,32128,1942,0,25674,1063104
sphinx-doc__sphinx-7462,391,51,21765,20217,21765,1548,0,21158,525381
sphinx-doc__sphinx-7590,392,25,13983,13088,13983,895,0,8029,191647
sphinx-doc__sphinx-7748,393,41,14481,13333,14481,1148,0,7943,275281
sphinx-doc__sphinx-7757,394,31,11272,10538,11272,734,0,12047,149256
sphinx-doc__sphinx-7889,395,64,32335,30237,32335,2098,0,17247,925263
sphinx-doc__sphinx-7910,396,41,23839,22603,23839,1236,0,28529,531231
sphinx-doc__sphinx-7985,397,44,15200,13719,15200,1481,0,8125,354208
sphinx-doc__sphinx-8035,398,27,11875,11058,11875,817,0,4598,190563
sphinx-doc__sphinx-8056,399,35,18635,17755,18635,880,0,12353,375435
sphinx-doc__sphinx-8120,400,19,12622,12089,12622,533,0,16697,124430
sphinx-doc__sphinx-8265,401,4,2301,2179,2301,122,0,475,6333
sphinx-doc__sphinx-8269,402,15,6989,6514,6989,475,0,6303,67277
sphinx-doc__sphinx-8459,403,64,26155,24294,26155,1861,0,8782,762539
sphinx-doc__sphinx-8475,404,24,11919,11270,11919,649,0,5151,135951
sphinx-doc__sphinx-8548,405,56,31186,29436,31186,1750,0,15258,831698
sphinx-doc__sphinx-8551,406,64,22935,20837,22935,2098,0,14651,764695
