instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-11433,48,33,13670,12719,13670,951,0,14675,241062
django__django-11451,49,59,29213,27128,29213,2085,0,7737,882077
django__django-11477,50,64,37911,35736,37911,2175,0,10215,1420439
django__django-11490,51,64,39185,37134,39185,2051,0,26898,1096529
django__django-11532,52,64,25886,23994,25886,1892,0,8318,892062
django__django-11551,53,43,29820,28496,29820,1324,0,16004,585020
django__django-11555,54,64,28509,26876,28509,1633,0,17070,918621
django__django-11603,55,32,20313,19286,20313,1027,0,3323,328537
django__django-11728,56,8,3495,3215,3495,280,0,20302,16679
django__django-11734,57,60,42287,40444,42287,1843,0,19340,1285103
django__django-11740,58,50,45683,44251,45683,1432,0,16164,1214323
django__django-11749,59,64,26002,23803,26002,2199,0,15320,897170
django__django-11790,60,64,28190,26274,28190,1916,0,18111,937822
django__django-11815,61,64,26258,24599,26258,1659,0,8691,992594
django__django-11820,62,21,8605,8051,8605,554,0,12701,95197
django__django-11848,63,39,23150,21941,23150,1209,0,22038,509614
django__django-11880,64,30,23246,22434,23246,812,0,6725,302350
django__django-11885,65,64,28037,26007,28037,2030,0,16954,938053
django__django-11951,66,32,17158,16116,17158,1042,0,4471,225670
django__django-11964,67,21,16284,15599,16284,685,0,5410,164892
django__django-11999,68,64,25805,23853,25805,1952,0,11263,811085
django__django-12039,69,61,42110,40233,42110,1877,0,18008,1177534
django__django-12050,70,64,19458,17472,19458,1986,0,9290,505730
django__django-12125,71,64,30416,28507,30416,1909,0,18672,1154000
django__django-12143,72,45,16192,14773,16192,1419,0,3698,363776
django__django-12155,73,4,3182,3041,3182,141,0,6142,6510
django__django-12193,74,53,32818,31235,32818,1583,0,22500,871218
django__django-12209,75,51,37596,36134,37596,1462,0,21979,875548
django__django-12262,76,64,39582,37588,39582,1994,0,19508,1375774
django__django-12273,77,47,20678,19299,20678,1379,0,7395,461446
django__django-12276,78,51,17151,15658,17151,1493,0,10749,470463
django__django-12304,79,44,25908,24494,25908,1414,0,15669,548020
django__django-12308,80,64,21403,19088,21403,2315,0,8344,830811
django__django-12325,81,21,11306,10746,11306,560,0,1449,157418
django__django-12406,82,64,49286,47159,49286,2127,0,15521,1483782
django__django-12419,83,33,16606,15532,16606,1074,0,2669,204126
django__django-12663,84,38,17592,16340,17592,1252,0,7083,392888
django__django-12708,85,16,6104,5728,6104,376,0,7475,55768
django__django-12713,86,64,28785,26727,28785,2058,0,16704,845361
django__django-12741,87,64,19185,17229,19185,1956,0,7186,542001
django__django-12754,88,64,38056,35872,38056,2184,0,19236,1174504
django__django-12774,89,64,33619,31753,33619,1866,0,14428,969619
django__django-12858,90,61,24245,22527,24245,1718,0,19463,673141
django__django-12965,91,64,28080,25912,28080,2168,0,10023,924912
django__django-13012,92,64,24257,22480,24257,1777,0,12118,800833
django__django-13023,93,41,17550,16435,17550,1115,0,6704,360334
django__django-13028,94,42,18738,17530,18738,1208,0,16921,362290
django__django-13033,95,64,40042,38067,40042,1975,0,25354,1294186
django__django-13089,96,64,25498,23333,25498,2165,0,17272,763098
django__django-13109,97,64,37795,35945,37795,1850,0,9031,1312995
django__django-13112,98,64,36480,34598,36480,1882,0,25019,1302336
django__django-13121,99,37,17402,16140,17402,1262,0,15558,248506
django__django-13128,100,56,22790,21102,22790,1688,0,40547,718470
django__django-13158,101,64,30910,29086,30910,1824,0,20405,1175934
django__django-13195,102,43,16717,15377,16717,1340,0,9081,384333
django__django-13212,103,64,25160,23074,25160,2086,0,8586,863880
django__django-13279,104,7,7261,7049,7261,212,0,8861,18269
django__django-13297,105,16,10420,9865,10420,555,0,13260,89332
django__django-13315,106,64,27978,25945,27978,2033,0,10446,796298
django__django-13343,107,64,28531,26400,28531,2131,0,10964,873779
django__django-13344,108,6,6781,6688,6781,93,0,8747,15357
django__django-13346,109,45,25484,23909,25484,1575,0,16772,518156
django__django-13363,110,42,16421,15297,16421,1124,0,3312,411109
django__django-13401,111,64,24957,22761,24957,2196,0,7830,817469
django__django-13406,112,13,9926,9513,9926,413,0,10289,85254
django__django-13410,113,25,10232,9398,10232,834,0,5884,135416
django__django-13417,114,53,23988,22437,23988,1551,0,11633,710196
django__django-13449,115,64,35210,33000,35210,2210,0,22170,1339402
django__django-13512,116,64,34717,32777,34717,1940,0,11756,1283869
django__django-13513,117,26,10434,9703,10434,731,0,2962,141634
django__django-13516,118,64,27781,25721,27781,2060,0,18156,874629
django__django-13551,119,26,21402,20695,21402,707,0,2764,262362
django__django-13568,120,64,28199,26114,28199,2085,0,9836,850919
django__django-13569,121,61,32121,30062,32121,2059,0,27683,1026681
django__django-13590,122,38,10650,9581,10650,1069,0,14929,166554
django__django-13658,123,41,26649,25172,26649,1477,0,5235,606873
django__django-13670,124,24,14159,13477,14159,682,0,4962,196175
django__django-13741,125,30,22966,22150,22966,816,0,3274,382134
django__django-13786,126,64,18831,16731,18831,2100,0,18718,545167
django__django-13794,127,64,21486,19570,21486,1916,0,11424,754414
django__django-13807,128,64,34893,33052,34893,1841,0,14872,988749
django__django-13809,129,44,18089,16705,18089,1384,0,4893,367081
django__django-13810,130,38,29227,28010,29227,1217,0,18709,472299
django__django-13820,131,64,38096,35882,38096,2214,0,28373,1106832
django__django-13821,132,64,36836,35121,36836,1715,0,10187,1250340
django__django-13837,133,29,22155,21131,22155,1024,0,26430,307339
django__django-13925,134,28,16655,15771,16655,884,0,5120,228367
django__django-13933,135,28,14769,13851,14769,918,0,6682,245233
django__django-13964,136,35,18208,17051,18208,1157,0,19005,318112
django__django-14007,137,64,25961,24135,25961,1826,0,13091,759849
django__django-14011,138,57,24204,22453,24204,1751,0,38427,686604
django__django-14017,139,64,18894,16851,18894,2043,0,27617,640206
django__django-14034,140,35,23280,22105,23280,1175,0,28921,375664
django__django-14053,141,64,37386,35259,37386,2127,0,18686,1163018
django__django-14089,142,28,12633,11798,12633,835,0,3059,197977
django__django-14122,143,60,24190,22522,24190,1668,0,24421,807870
django__django-14140,144,12,4394,4053,4394,341,0,2189,30122
django__django-14155,145,40,23439,22106,23439,1333,0,6739,405903
django__django-14170,146,54,25053,23449,25053,1604,0,10731,551581
django__django-14238,147,64,35158,33301,35158,1857,0,20780,1034838
django__django-14311,148,11,9077,8746,9077,331,0,11597,52725
django__django-14315,149,49,22434,20846,22434,1588,0,18048,463650
django__django-14349,150,30,24375,23413,24375,962,0,8835,326839
django__django-14351,151,64,25924,24072,25924,1852,0,14398,868484
django__django-14373,152,24,19934,19215,19934,719,0,3214,216094
django__django-14376,153,14,5001,4453,5001,548,0,1122,39561
django__django-14404,154,64,38042,36112,38042,1930,0,16110,1031514
django__django-14434,155,64,32105,30067,32105,2038,0,39507,818473
django__django-14493,156,64,33366,31499,33366,1867,0,13916,803414
django__django-14500,157,15,10960,10445,10960,515,0,17179,97808
django__django-14534,158,64,18459,16503,18459,1956,0,16230,637467
django__django-14539,159,7,6294,6063,6294,231,0,9183,19030
django__django-14559,160,48,16904,15374,16904,1530,0,5311,334664
django__django-14580,161,64,36110,34127,36110,1983,0,18695,1280846
django__django-14608,162,64,25011,23195,25011,1816,0,7838,870771
django__django-14631,163,64,28088,26077,28088,2011,0,20883,1094264
django__django-14672,164,39,20242,18940,20242,1302,0,5270,413906
django__django-14725,165,64,19315,17558,19315,1757,0,17737,705203
django__django-14752,166,17,9489,9145,9489,344,0,2263,90897
django__django-14765,167,44,19321,17826,19321,1495,0,3715,486969
django__django-14771,168,29,10430,9565,10430,865,0,2728,185470
django__django-14787,169,64,38897,36935,38897,1962,0,59415,1067569
django__django-14792,170,21,15832,15381,15832,451,0,14756,215000
django__django-14855,171,64,38571,36428,38571,2143,0,11742,948843
django__django-14915,172,52,26317,24857,26317,1460,0,5180,742861
django__django-14999,173,20,11900,11444,11900,456,0,12147,137724
django__django-15022,174,14,6253,5845,6253,408,0,3703,50477
django__django-15037,175,64,26368,24444,26368,1924,0,12308,1026176
django__django-15098,176,43,21086,19734,21086,1352,0,9679,455902
django__django-15103,177,48,28482,27088,28482,1394,0,27151,510850
django__django-15104,178,25,10665,10010,10665,655,0,2795,112361
django__django-15127,179,40,23935,22926,23935,1009,0,16937,438207
django__django-15128,180,19,7516,6914,7516,602,0,15449,71708
django__django-15161,181,64,17031,14951,17031,2080,0,22494,580423
django__django-15252,182,64,29266,27323,29266,1943,0,16283,840530
django__django-15268,183,23,13481,12808,13481,673,0,14587,143273
django__django-15277,184,53,18917,17394,18917,1523,0,5066,437285
django__django-15278,185,64,31232,28943,31232,2289,0,19938,1101504
django__django-15280,186,63,36153,34252,36153,1901,0,21811,1187833
django__django-15315,187,63,26352,24509,26352,1843,0,28291,681904
django__django-15368,188,64,20619,18959,20619,1660,0,7870,598283
django__django-15375,189,62,25900,23957,25900,1943,0,25290,888492
django__django-15380,190,21,9197,8698,9197,499,0,10544,115501
django__django-15382,191,64,21539,19553,21539,1986,0,14331,638563
django__django-15467,192,63,24597,22599,24597,1998,0,10152,742741
django__django-15499,193,64,35834,33580,35834,2254,0,13886,1152762
django__django-15503,194,43,17667,16340,17667,1327,0,18564,429955
django__django-15525,195,22,19532,18894,19532,638,0,27047,278988
django__django-15554,196,64,37614,35823,37614,1791,0,39377,1325230
django__django-15561,197,64,23994,22057,23994,1937,0,9792,854970
django__django-15563,198,56,33069,31221,33069,1848,0,29342,901037
django__django-15569,199,27,17457,16781,17457,676,0,10839,272945
django__django-15572,200,24,11921,11131,11921,790,0,6332,126161
django__django-15629,201,50,27956,26320,27956,1636,0,21850,820468
django__django-15695,202,58,31847,30109,31847,1738,0,28459,834855
django__django-15731,203,64,32057,29931,32057,2126,0,6754,837689
django__django-15732,204,16,7323,6840,7323,483,0,5135,56731
django__django-15741,205,32,17454,16608,17454,846,0,7588,364334
django__django-15814,206,64,28586,26553,28586,2033,0,7770,946282
django__django-15851,207,61,31745,29887,31745,1858,0,12794,816705
django__django-15863,208,46,25855,24412,25855,1443,0,9506,667135
django__django-15916,209,14,8567,8230,8567,337,0,11922,75895
django__django-15930,210,64,23790,21855,23790,1935,0,17647,793518
django__django-15957,211,64,29000,27114,29000,1886,0,15221,831752
django__django-15973,212,19,17654,17099,17654,555,0,12856,159158
django__django-15987,213,31,15859,14830,15859,1029,0,8350,273843
django__django-16032,214,64,26727,24761,26727,1966,0,10376,908583
django__django-16082,215,64,23859,22303,23859,1556,0,7996,767603
django__django-16100,216,23,12825,12122,12825,703,0,4347,139353
django__django-16116,217,20,8245,7705,8245,540,0,6619,97205
django__django-16136,218,44,23046,21713,23046,1333,0,22074,518790
django__django-16139,219,19,10747,10244,10747,503,0,8267,138043
django__django-16145,220,64,34842,33109,34842,1733,0,12120,1050074
django__django-16255,221,20,7858,7183,7858,675,0,1431,83698
django__django-16256,222,18,8744,8304,8744,440,0,2872,70632
django__django-16263,223,64,32487,30395,32487,2092,0,12809,870695
django__django-16315,224,38,15858,14687,15858,1171,0,8217,281970
django__django-16333,225,64,30842,28795,30842,2047,0,10799,1034426
django__django-16429,226,25,20872,20228,20872,644,0,12971,285064
django__django-16454,227,51,33092,31442,33092,1650,0,22523,820292
django__django-16485,228,54,42520,40758,42520,1762,0,55207,1002264
django__django-16493,229,64,28817,26895,28817,1922,0,10306,917969
django__django-16502,230,64,51698,49531,51698,2167,0,22909,1574258
django__django-16527,231,27,19103,18286,19103,817,0,3773,241119
django__django-16560,232,64,91265,89344,91265,1921,0,69726,2475265
django__django-16569,233,3,1079,1043,1079,36,0,306,2295
django__django-16595,234,31,13487,12450,13487,1037,0,9132,256047
django__django-16612,235,64,30423,28416,30423,2007,0,14490,832343
django__django-16631,236,14,5953,5331,5953,622,0,10951,44801
django__django-16642,237,57,28016,26294,28016,1722,0,14786,854576
django__django-16661,238,64,36330,34343,36330,1987,0,11304,1074538
django__django-16662,239,53,27355,25745,27355,1610,0,16317,755227
django__django-16667,240,28,15915,15167,15915,748,0,6475,216427
django__django-16801,241,3,747,667,747,80,0,266,1515
django__django-16819,242,50,27495,25789,27495,1706,0,6612,735719
django__django-16877,243,64,29108,27119,29108,1989,0,10667,672820
django__django-16899,244,51,29856,28454,29856,1402,0,5923,695392
django__django-16901,245,21,5625,5017,5625,608,0,5635,57849
django__django-16938,246,13,13884,13545,13884,339,0,13891,93052
django__django-16950,247,34,30617,29492,30617,1125,0,19147,449561
django__django-17029,248,47,18094,16580,18094,1514,0,5433,401774
django__django-17084,249,21,12554,11941,12554,613,0,2534,118794
django__django-17087,250,64,38980,36936,38980,2044,0,14928,1310852
django__django-7530,251,17,8352,7892,8352,460,0,15057,87968
django__django-9296,252,17,10847,10291,10847,556,0,5779,95199
matplotlib__matplotlib-13989,253,25,11375,10693,11375,682,0,18980,140591
matplotlib__matplotlib-14623,254,45,20336,18804,20336,1532,0,9036,428528
matplotlib__matplotlib-20488,255,52,25384,23740,25384,1644,0,13925,727400
matplotlib__matplotlib-20676,256,45,23579,22173,23579,1406,0,5483,572699
matplotlib__matplotlib-20826,257,58,46690,45013,46690,1677,0,19479,1366562
matplotlib__matplotlib-20859,258,51,17245,15788,17245,1457,0,7400,321693
matplotlib__matplotlib-21568,259,56,17674,16093,17674,1581,0,13313,569034
matplotlib__matplotlib-22719,260,54,31471,29908,31471,1563,0,15697,923567
matplotlib__matplotlib-22865,261,64,38451,36555,38451,1896,0,26264,1190323
matplotlib__matplotlib-22871,262,62,43240,41144,43240,2096,0,49176,1476776
matplotlib__matplotlib-23299,263,48,26924,25387,26924,1537,0,25808,515244
matplotlib__matplotlib-23314,264,53,15472,13887,15472,1585,0,15586,369776
matplotlib__matplotlib-23412,265,64,15430,13479,15430,1951,0,9899,484998
matplotlib__matplotlib-23476,266,47,23972,22746,23972,1226,0,26427,425572
matplotlib__matplotlib-24026,267,64,37347,35394,37347,1953,0,24493,1054243
matplotlib__matplotlib-24149,268,36,15544,14389,15544,1155,0,5328,312952
matplotlib__matplotlib-24177,269,58,58445,56702,58445,1743,0,37282,1409677
matplotlib__matplotlib-24570,270,8,3395,3188,3395,207,0,12684,14915
matplotlib__matplotlib-24627,271,64,18957,17175,18957,1782,0,6214,497613
matplotlib__matplotlib-24637,272,64,16913,15095,16913,1818,0,5827,505169
matplotlib__matplotlib-24870,273,27,15073,14361,15073,712,0,5416,222049
matplotlib__matplotlib-24970,274,44,12318,10987,12318,1331,0,24157,256094
matplotlib__matplotlib-25122,275,33,23392,22394,23392,998,0,7601,385184
matplotlib__matplotlib-25287,276,45,20857,19376,20857,1481,0,7887,402809
matplotlib__matplotlib-25311,277,64,27075,25023,27075,2052,0,8085,828419
matplotlib__matplotlib-25332,278,12,5364,4945,5364,419,0,9606,28980
matplotlib__matplotlib-25479,279,46,19224,18148,19224,1076,0,25809,460824
matplotlib__matplotlib-25775,280,64,30312,28138,30312,2174,0,13899,893160
matplotlib__matplotlib-25960,281,64,25129,23142,25129,1987,0,12830,734441
matplotlib__matplotlib-26113,282,18,12355,11624,12355,731,0,5600,138179
matplotlib__matplotlib-26208,283,43,21877,20602,21877,1275,0,13117,491765
matplotlib__matplotlib-26291,284,46,16497,15263,16497,1234,0,22131,478705
matplotlib__matplotlib-26342,285,63,25541,23731,25541,1810,0,11837,833349
matplotlib__matplotlib-26466,286,60,25644,23687,25644,1957,0,10825,814508
mwaskom__seaborn-3069,287,64,30213,28208,30213,2005,0,11224,1080965
mwaskom__seaborn-3187,288,30,14308,13432,14308,876,0,8217,221604
pallets__flask-5014,289,32,15551,14685,15551,866,0,3595,233087
psf__requests-1142,290,64,25208,23441,25208,1767,0,17639,780984
psf__requests-1724,291,64,32325,30343,32325,1982,0,14281,1141189
psf__requests-1766,292,16,5792,5361,5792,431,0,1693,50912
psf__requests-1921,293,30,15131,14230,15131,901,0,8180,287643
psf__requests-2317,294,64,26189,24018,26189,2171,0,12639,499853
psf__requests-2931,295,41,14958,13526,14958,1432,0,7459,329710
psf__requests-5414,296,10,4433,4117,4433,316,0,9636,25745
psf__requests-6028,297,18,6568,6075,6568,493,0,11684,72552
pydata__xarray-2905,298,43,15688,14442,15688,1246,0,13756,303432
pydata__xarray-3095,299,64,35795,34066,35795,1729,0,12720,1040915
pydata__xarray-3151,300,23,12180,11649,12180,531,0,6085,169812
pydata__xarray-3305,301,64,33440,31415,33440,2025,0,9827,1005664
pydata__xarray-3677,302,20,11076,10598,11076,478,0,3619,119236
pydata__xarray-3993,303,60,23542,21409,23542,2133,0,6810,605110
pydata__xarray-4075,304,21,11241,10522,11241,719,0,4192,114153
pydata__xarray-4094,305,29,12959,12137,12959,822,0,8255,188255
pydata__xarray-4356,306,52,25885,24427,25885,1458,0,36692,551197
pydata__xarray-4629,307,7,3740,3537,3740,203,0,858,12252
pydata__xarray-4687,308,64,20577,18526,20577,2051,0,11529,656673
pydata__xarray-4695,309,64,28058,26291,28058,1767,0,26169,943130
pydata__xarray-4966,310,17,9263,8748,9263,515,0,4283,94383
pydata__xarray-6461,311,47,16452,14983,16452,1469,0,12650,363524
pydata__xarray-6599,312,38,21857,20840,21857,1017,0,17053,385569
pydata__xarray-6721,313,43,20630,19459,20630,1171,0,10144,526998
pydata__xarray-6744,314,27,12653,11922,12653,731,0,26658,187949
pydata__xarray-6938,315,64,31369,29274,31369,2095,0,20838,975625
pydata__xarray-6992,316,31,8405,7319,8405,1086,0,12210,133461
pydata__xarray-7229,317,36,19920,18872,19920,1048,0,26794,418192
pydata__xarray-7233,318,64,33762,31930,33762,1832,0,22283,952290
pydata__xarray-7393,319,57,21846,20014,21846,1832,0,15384,589590
pylint-dev__pylint-4551,320,64,39147,37195,39147,1952,0,17478,1347627
pylint-dev__pylint-4604,321,29,9357,8475,9357,882,0,6235,129549
pylint-dev__pylint-4661,322,57,31110,29502,31110,1608,0,10722,921734
pylint-dev__pylint-4970,323,52,23170,21796,23170,1374,0,13389,623874
pylint-dev__pylint-6386,324,58,27881,26216,27881,1665,0,27672,887081
pylint-dev__pylint-6528,325,14,15233,14726,15233,507,0,9236,112769
pylint-dev__pylint-6903,326,53,30909,29154,30909,1755,0,16773,763709
pylint-dev__pylint-7080,327,64,29500,27548,29500,1952,0,22116,1206524
pylint-dev__pylint-7277,328,55,61778,60011,61778,1767,0,20378,1790226
pylint-dev__pylint-8898,329,40,24621,23329,24621,1292,0,14656,545389
pytest-dev__pytest-10051,330,31,11583,10648,11583,935,0,4418,212927
pytest-dev__pytest-10081,331,64,27148,25441,27148,1707,0,13459,871372
pytest-dev__pytest-10356,332,24,20252,19488,20252,764,0,3854,276700
pytest-dev__pytest-5262,333,17,6937,6445,6937,492,0,3909,75097
pytest-dev__pytest-5631,334,64,21822,19239,21822,2583,0,10500,684094
pytest-dev__pytest-5787,335,64,49423,47522,49423,1901,0,24981,1609231
pytest-dev__pytest-5809,336,12,3810,3593,3810,217,0,881,26658
pytest-dev__pytest-5840,337,21,15626,15118,15626,508,0,13469,158154
pytest-dev__pytest-6197,338,26,12197,11689,12197,508,0,14267,198373
pytest-dev__pytest-6202,339,64,19234,17076,19234,2158,0,7082,591202
pytest-dev__pytest-7205,340,12,5827,5523,5827,304,0,1770,47043
pytest-dev__pytest-7236,341,64,26802,24957,26802,1845,0,8319,979314
pytest-dev__pytest-7324,342,36,20107,18863,20107,1244,0,16714,257867
pytest-dev__pytest-7432,343,18,13024,12481,13024,543,0,11550,102816
pytest-dev__pytest-7490,344,39,24607,23338,24607,1269,0,25733,577503
pytest-dev__pytest-7521,345,25,15041,14365,15041,676,0,5413,241025
pytest-dev__pytest-7571,346,62,32572,30522,32572,2050,0,13963,967420
pytest-dev__pytest-7982,347,64,21664,19516,21664,2148,0,9841,642400
pytest-dev__pytest-8399,348,16,13748,13200,13748,548,0,2780,130484
scikit-learn__scikit-learn-10297,349,51,22117,20364,22117,1753,0,7646,541541
scikit-learn__scikit-learn-10844,350,15,8758,8370,8758,388,0,2300,50806
scikit-learn__scikit-learn-10908,351,37,10089,8873,10089,1216,0,12220,221097
scikit-learn__scikit-learn-11310,352,64,68267,66104,68267,2163,0,23974,2122091
scikit-learn__scikit-learn-11578,353,41,35906,34682,35906,1224,0,19351,756802
scikit-learn__scikit-learn-12585,354,7,2540,2336,2540,204,0,4646,11052
scikit-learn__scikit-learn-12682,355,64,23451,21518,23451,1933,0,9862,847643
scikit-learn__scikit-learn-12973,356,32,11400,10359,11400,1041,0,4777,156936
scikit-learn__scikit-learn-13124,357,7,12286,12152,12286,134,0,10876,53054
scikit-learn__scikit-learn-13135,358,10,7462,7217,7462,245,0,1690,49766
scikit-learn__scikit-learn-13142,359,54,29076,27379,29076,1697,0,20795,844628
scikit-learn__scikit-learn-13328,360,64,22898,21166,22898,1732,0,15668,879154
scikit-learn__scikit-learn-13439,361,41,18421,16894,18421,1527,0,5097,446965
scikit-learn__scikit-learn-13496,362,64,46982,45017,46982,1965,0,16210,1642566
scikit-learn__scikit-learn-13779,363,15,6556,6110,6556,446,0,1832,57948
scikit-learn__scikit-learn-14053,364,5,5591,5535,5591,56,0,9002,17303
scikit-learn__scikit-learn-14087,365,4,3793,3727,3793,66,0,8644,7185
scikit-learn__scikit-learn-14141,366,6,2141,2026,2141,115,0,432,6365
scikit-learn__scikit-learn-14496,367,13,3893,3513,3893,380,0,1156,24117
scikit-learn__scikit-learn-14629,368,49,14870,13409,14870,1461,0,12128,366678
scikit-learn__scikit-learn-14710,369,21,9724,9149,9724,575,0,6506,139772
scikit-learn__scikit-learn-14894,370,20,7830,7063,7830,767,0,8047,88982
scikit-learn__scikit-learn-14983,371,64,15035,12881,15035,2154,0,20001,468987
scikit-learn__scikit-learn-15100,372,41,13929,12703,13929,1226,0,13490,227561
scikit-learn__scikit-learn-25102,373,34,42873,41848,42873,1025,0,20356,637497
scikit-learn__scikit-learn-25232,374,27,16489,15687,16489,802,0,4215,243049
scikit-learn__scikit-learn-25747,375,12,12770,12387,12770,383,0,4882,78690
scikit-learn__scikit-learn-25931,376,24,7812,7031,7812,781,0,15920,94660
scikit-learn__scikit-learn-25973,377,64,26868,25008,26868,1860,0,20150,1017652
scikit-learn__scikit-learn-26194,378,57,27029,25012,27029,2017,0,53217,767125
scikit-learn__scikit-learn-26323,379,18,6938,6307,6938,631,0,3326,69338
scikit-learn__scikit-learn-9288,380,64,37416,35433,37416,1983,0,46851,1283624
sphinx-doc__sphinx-10323,381,8,7654,7431,7654,223,0,11500,38566
sphinx-doc__sphinx-10435,382,22,6015,5345,6015,670,0,9075,72959
sphinx-doc__sphinx-10449,383,30,15929,15089,15929,840,0,22407,266297
sphinx-doc__sphinx-10466,384,27,21682,20668,21682,1014,0,5566,339570
sphinx-doc__sphinx-10614,385,25,11986,11226,11986,760,0,17078,195602
sphinx-doc__sphinx-10673,386,58,18815,16807,18815,2008,0,7856,649663
sphinx-doc__sphinx-11445,387,64,18987,17014,18987,1973,0,17007,619691
sphinx-doc__sphinx-11510,388,4,4433,4320,4433,113,0,689,10705
sphinx-doc__sphinx-7440,389,64,24394,22223,24394,2171,0,8532,631050
sphinx-doc__sphinx-7454,390,64,32128,30186,32128,1942,0,25674,1063104
sphinx-doc__sphinx-7462,391,44,18977,17636,18977,1341,0,19138,386209
sphinx-doc__sphinx-7590,392,25,13983,13088,13983,895,0,8029,191647
sphinx-doc__sphinx-7748,393,44,20428,18962,20428,1466,0,13489,418700
sphinx-doc__sphinx-7757,394,64,26310,24404,26310,1906,0,15202,775622
sphinx-doc__sphinx-7889,395,64,31324,29187,31324,2137,0,20847,913756
sphinx-doc__sphinx-7910,396,64,45757,43949,45757,1808,0,41437,1349501
sphinx-doc__sphinx-7985,397,44,15200,13719,15200,1481,0,8125,354208
sphinx-doc__sphinx-8035,398,27,11875,11058,11875,817,0,4598,190563
sphinx-doc__sphinx-8056,399,29,14306,13507,14306,799,0,12317,253346
sphinx-doc__sphinx-8120,400,19,12622,12089,12622,533,0,16697,124430
sphinx-doc__sphinx-8265,401,17,5482,4884,5482,598,0,2033,60010
sphinx-doc__sphinx-8269,402,15,6989,6514,6989,475,0,6303,67277
sphinx-doc__sphinx-8459,403,64,29994,28105,29994,1889,0,7441,879018
sphinx-doc__sphinx-8475,404,31,13816,13006,13816,810,0,5905,221752
sphinx-doc__sphinx-8548,405,56,31186,29436,31186,1750,0,15258,831698
sphinx-doc__sphinx-8551,406,26,15577,14671,15577,906,0,2420,217177
