instance_id,sample_index,turns,actual_prefill_tokens,ideal_incremental_tokens,ideal_page64_prefill_tokens,page64_boundary_recompute_tokens,excess_over_ideal_page64_tokens,decode_tokens,cumulative_full_prompt_tokens
django__django-12741,87,37,23865,13682,14841,1159,9024,3311,246905
django__django-12754,88,64,52058,28165,30490,2325,21568,13692,858330
django__django-12774,89,38,14394,13494,14522,1028,-128,5382,282042
django__django-12858,90,64,40034,18387,20386,1999,19648,17578,703842
django__django-12965,91,64,39269,25174,27237,2063,12032,11912,747621
django__django-13012,92,64,34923,29031,30955,1924,3968,9533,984683
django__django-13023,93,31,10725,9031,9957,926,768,4697,139429
django__django-13028,94,64,17916,12161,14140,1979,3776,16772,445948
django__django-13033,95,14,6875,6598,7003,405,-128,10853,48411
django__django-13089,96,64,39733,24708,26549,1841,13184,12730,702581
django__django-13109,97,64,42393,33355,35225,1870,7168,9791,964057
django__django-13112,98,59,70122,34977,36906,1929,33216,24319,1078762
django__django-13121,99,64,27757,20180,22125,1945,5632,10990,570925
django__django-13128,100,64,41478,36277,38150,1873,3328,24927,1148742
django__django-13158,101,64,31742,30051,31870,1819,-128,19539,1053950
django__django-13195,102,59,29486,20254,22126,1872,7360,6755,596142
django__django-13212,103,29,20266,16040,17002,962,3264,5125,302058
django__django-13279,104,64,47434,34122,36234,2112,11200,18532,1214410
django__django-13297,105,62,38179,22163,24355,2192,13824,16462,708899
django__django-13315,106,64,103619,45774,47683,1909,55936,14005,1531843
django__django-13343,107,26,17831,14313,15143,830,2688,5729,217959
django__django-13344,108,13,9975,9392,9783,391,192,15398,73911
django__django-13346,109,64,34476,22035,24044,2009,10432,14469,917292
django__django-13363,110,43,19211,17391,18827,1436,384,6960,454155
django__django-13401,111,64,48713,26766,28553,1787,20160,8689,765833
django__django-13406,112,28,18787,16156,16867,711,1920,6759,277795
django__django-13410,113,42,18960,18005,19088,1083,-128,12560,352464
django__django-13417,114,64,40653,34793,36941,2148,3712,17473,1335693
django__django-13449,115,64,28263,22554,24359,1805,3904,32325,736039
django__django-13512,116,46,25226,23926,25354,1428,-128,5174,563850
django__django-13513,117,36,21559,16677,17719,1042,3840,4728,372279
django__django-13516,118,48,18227,13530,14835,1305,3392,5045,446515
django__django-13551,119,36,29719,16651,17879,1228,11840,4301,276823
django__django-13568,120,63,47625,33490,35401,1911,12224,13028,1242313
django__django-13569,121,64,36740,27789,29764,1975,6976,8731,992196
django__django-13590,122,64,89099,22675,24715,2040,64384,7838,618507
django__django-13658,123,64,29148,21402,23452,2050,5696,10307,639900
django__django-13670,124,23,12863,11309,11967,658,896,3509,148159
django__django-13741,125,52,48926,40597,42206,1609,6720,7123,1273118
django__django-13786,126,64,39870,27506,29310,1804,10560,18090,866046
django__django-13794,127,62,31104,23849,25792,1943,5312,12619,848512
django__django-13807,128,64,28657,26601,28785,2184,-128,13275,953713
django__django-13809,129,28,14228,13222,14164,942,64,10734,190228
django__django-13810,130,54,58289,37627,39217,1590,19072,37511,1031793
django__django-13820,131,30,36200,18020,18792,772,17408,30392,301416
django__django-13821,132,38,15740,11343,12604,1261,3136,4177,287356
django__django-13837,133,18,9955,9543,10083,540,-128,3988,95523
django__django-13925,134,64,46682,30206,32090,1884,14592,26109,965018
django__django-13933,135,48,40855,28533,30167,1634,10688,7732,787287
django__django-13964,136,64,99697,53233,55089,1856,44608,29154,1505201
django__django-14007,137,64,21177,16576,18681,2105,2496,8616,474745
django__django-14011,138,14,7745,5563,5953,390,1792,15428,54977
django__django-14017,139,43,19132,14183,15228,1045,3904,14869,378876
django__django-14034,140,4,2957,2945,3085,140,-128,9224,5645
django__django-14053,141,64,63317,42345,44501,2156,18816,49033,1307093
django__django-14089,142,14,13010,7723,8210,487,4800,1702,73298
django__django-14122,143,32,15374,13254,14286,1032,1088,3878,256334
django__django-14140,144,64,34618,32152,34042,1890,576,15463,1118522
django__django-14155,145,64,60648,29391,31720,2329,28928,10101,883368
django__django-14170,146,39,14761,11790,12905,1115,1856,9617,257961
django__django-14238,147,64,36950,18058,20054,1996,16896,10167,609494
django__django-14311,148,64,53389,26671,28621,1950,24768,17073,832269
django__django-14315,149,64,25868,20751,22732,1981,3136,16278,638220
django__django-14349,150,31,26598,14195,15014,819,11584,19441,281958
django__django-14351,151,61,60498,30467,32530,2063,27968,29899,1003026
django__django-14373,152,10,6953,6633,6953,320,0,1218,47785
django__django-14376,153,43,17773,11648,13037,1389,4736,4775,316909
django__django-14404,154,37,16557,15536,16493,957,64,2640,275885
django__django-14434,155,64,37721,21172,23129,1957,14592,31705,754073
django__django-14493,156,38,34513,17687,18961,1274,15552,7377,331857
django__django-14500,157,19,8036,7784,8164,380,-128,12179,87396
django__django-14534,158,57,31390,19098,21022,1924,10368,23459,701918
django__django-14539,159,7,4337,4313,4465,152,-128,14141,18993
django__django-14559,160,43,20736,19623,20864,1241,-128,4230,435840
django__django-14580,161,64,64379,30622,32827,2205,31552,17118,1068603
django__django-14608,162,64,43048,39122,41128,2006,1920,7501,1319784
django__django-14631,163,64,97778,49270,50930,1660,46848,28943,1971826
django__django-14672,164,9,5874,5748,6002,254,-128,773,39666
django__django-14725,165,64,52711,31574,33511,1937,19200,23307,1084839
django__django-14752,166,25,20226,19587,20354,767,-128,5196,220930
django__django-14765,167,27,17733,12873,13829,956,3904,2708,189765
django__django-14771,168,46,19941,18287,19557,1270,384,11416,432549
django__django-14787,169,30,42548,21813,22708,895,19840,37104,314932
django__django-14792,170,16,17778,13261,13746,485,4032,15633,134258
django__django-14855,171,64,50213,39649,41509,1860,8704,8256,1124837
django__django-14915,172,37,18457,16011,17177,1166,1280,5373,250009
django__django-14999,173,42,22828,21526,22700,1174,128,19313,461164
django__django-15022,174,21,15393,14865,15521,656,-128,5609,183649
django__django-15037,175,56,44949,22953,24405,1452,20544,24806,806101
django__django-15098,176,64,64861,33442,35485,2043,29376,17934,1047005
django__django-15103,177,51,23107,18531,20099,1568,3008,4216,426563
django__django-15104,178,23,11714,11226,11842,616,-128,2995,119874
django__django-15127,179,64,80461,34455,36621,2166,43840,12240,1099277
django__django-15128,180,35,28830,21709,22622,913,6208,22747,410526
django__django-15161,181,25,12395,11862,12523,661,-128,4343,175403
django__django-15252,182,22,19037,18526,19165,639,-128,6914,212317
django__django-15268,183,27,14882,13577,14434,857,448,10489,258786
django__django-15277,184,35,21908,19436,20372,936,1536,2808,392084
django__django-15278,185,16,9565,8954,9309,355,256,10168,99357
django__django-15280,186,31,37076,29552,30548,996,6528,12210,474004
django__django-15315,187,64,26291,16892,18931,2039,7360,8705,493427
django__django-15368,188,53,54788,26227,27844,1617,26944,7687,813060
django__django-15375,189,49,26197,15221,16725,1504,9472,29551,418901
django__django-15380,190,19,8880,8402,9008,606,-128,4810,89840
django__django-15382,191,64,135341,48850,50669,1819,84672,15000,1550637
django__django-15467,192,64,32870,29359,31526,2167,1344,13106,908902
django__django-15499,193,50,39924,28225,29748,1523,10176,10968,846132
django__django-15503,194,24,35150,12695,13454,759,21696,21874,199694
django__django-15525,195,5,9556,9568,9684,116,-128,8937,23252
django__django-15554,196,64,37993,29576,31721,2145,6272,19182,1047657
django__django-15561,197,64,98407,36317,38439,2122,59968,9638,1277095
django__django-15563,198,64,43326,29673,31678,2005,11648,12008,973182
django__django-15569,199,55,30606,24445,25934,1489,4672,5870,709454
django__django-15572,200,27,9793,8947,9921,974,-128,5212,133377
django__django-15629,201,37,43214,20653,21646,993,21568,15896,489294
django__django-15695,202,16,10257,10034,10385,351,-128,16834,85137
django__django-15731,203,64,51109,27676,29733,2057,21376,16947,698085
django__django-15732,204,45,28610,14690,15938,1248,12672,17729,373314
django__django-15741,205,64,54104,16037,18008,1971,36096,12957,644440
django__django-15814,206,64,53286,33231,35430,2199,17856,17623,1149158
django__django-15851,207,64,28703,26746,28831,2085,-128,9248,696351
django__django-15863,208,53,32940,22859,24428,1569,8512,15363,682220
django__django-15916,209,54,42471,23227,24999,1772,17472,10385,760231
django__django-15930,210,12,5718,4262,4502,240,1216,957,32982
django__django-15957,211,64,43556,25333,27300,1967,16256,14655,811172
django__django-15973,212,14,16938,16593,17066,473,-128,2168,127402
django__django-15987,213,41,21664,20206,21664,1458,0,6909,446240
django__django-16032,214,57,29437,25131,27133,2002,2304,13907,894269
django__django-16082,215,64,39498,23794,25866,2072,13632,10163,791818
django__django-16100,216,30,22679,21418,22359,941,320,4631,309143
django__django-16116,217,64,35872,29398,31584,2186,4288,23631,893216
django__django-16136,218,63,27702,24186,26102,1916,1600,8360,716598
django__django-16139,219,64,85563,28598,30651,2053,54912,9038,1097659
django__django-16145,220,64,57458,30288,32370,2082,25088,12300,907698
django__django-16255,221,38,30265,19021,20217,1196,10048,2990,343353
django__django-16256,222,64,32866,24708,26530,1822,6336,14803,879010
django__django-16263,223,64,43581,40771,42557,1786,1024,16985,1629629
django__django-16315,224,64,38979,21331,23299,1968,15680,15889,843779
django__django-16333,225,64,58601,31804,33961,2157,24640,11871,1121705
django__django-16429,226,30,12844,11860,12588,728,256,5152,168556
django__django-16454,227,64,54448,28688,30832,2144,23616,27288,940976
django__django-16485,228,22,10532,9836,10532,696,0,13778,130276
django__django-16493,229,57,28565,26944,28693,1749,-128,10408,963605
django__django-16502,230,64,46790,26344,28358,2014,18432,11218,961990
django__django-16527,231,22,31343,11467,12207,740,19136,4004,126383
django__django-16560,232,64,42515,28885,30931,2046,11584,10861,957843
django__django-16569,233,14,5494,3186,3638,452,1856,2248,23734
django__django-16595,234,5,7014,6511,6630,119,384,8738,13094
django__django-16612,235,64,44518,24166,26150,1984,18368,9834,616806
django__django-16631,236,64,95695,34779,36559,1780,59136,33093,1217935
django__django-16642,237,45,40948,23646,24884,1238,16064,8787,540532
django__django-16661,238,64,32123,29495,31419,1924,704,18949,970491
django__django-16662,239,64,42296,28333,30328,1995,11968,10738,1072504
django__django-16667,240,14,7874,5233,5570,337,2304,1376,44866
django__django-16801,241,3,619,667,747,80,-128,266,1515
django__django-16819,242,64,63803,34424,36347,1923,27456,11221,1287355
django__django-16877,243,50,24368,12141,13744,1603,10624,8776,400240
django__django-16899,244,64,49508,24038,25956,1918,23552,8713,856740
django__django-16901,245,64,35070,14221,16062,1841,19008,8850,468414
django__django-16938,246,50,55538,26534,28018,1484,27520,13253,697842
django__django-16950,247,64,36211,30198,32307,2109,3904,16024,1241779
django__django-17029,248,38,22260,11430,12660,1230,9600,3538,226932
django__django-17084,249,61,47542,22862,24950,2088,22592,15298,878774
django__django-17087,250,64,42266,39842,41946,2104,320,12995,1461914
django__django-7530,251,64,40111,34208,36143,1935,3968,13096,1237359
django__django-9296,252,41,57932,17640,18892,1252,39040,4797,343180
matplotlib__matplotlib-13989,253,12,7836,7588,7964,376,-128,9923,36764
matplotlib__matplotlib-14623,254,15,8017,6004,6417,413,1600,10476,49169
matplotlib__matplotlib-20488,255,50,59590,35083,36742,1659,22848,40457,745478
matplotlib__matplotlib-20676,256,40,59554,24026,25122,1096,34432,9274,591330
matplotlib__matplotlib-20826,257,64,46063,32209,34159,1950,11904,9758,1218607
matplotlib__matplotlib-20859,258,24,7755,7198,7883,685,-128,2585,75531
matplotlib__matplotlib-21568,259,64,57385,37042,38953,1911,18432,15873,1113513
matplotlib__matplotlib-22719,260,27,17897,10048,10921,873,6976,6577,182761
matplotlib__matplotlib-22865,261,19,22540,10186,10828,642,11712,11802,108492
matplotlib__matplotlib-22871,262,20,12245,11729,12373,644,-128,8848,142613
matplotlib__matplotlib-23299,263,53,28047,23385,24975,1590,3072,19807,587215
matplotlib__matplotlib-23314,264,64,26668,19305,21484,2179,5184,7621,542508
matplotlib__matplotlib-23412,265,54,48025,23172,24857,1685,23168,6895,604377
matplotlib__matplotlib-23476,266,21,16816,8515,9136,621,7680,14500,109360
matplotlib__matplotlib-24026,267,64,41253,28307,30629,2322,10624,15904,954405
matplotlib__matplotlib-24149,268,58,40766,21023,22974,1951,17792,8672,682558
matplotlib__matplotlib-24177,269,64,36763,27751,29851,2100,6912,22139,1009883
matplotlib__matplotlib-24570,270,13,5336,5145,5464,319,-128,19801,37272
matplotlib__matplotlib-24627,271,25,20009,6291,7081,790,12928,4095,89641
matplotlib__matplotlib-24637,272,25,9798,8973,9926,953,-128,2571,123398
matplotlib__matplotlib-24870,273,20,21947,12147,12859,712,9088,4614,156411
matplotlib__matplotlib-24970,274,24,7118,6654,7246,592,-128,19812,88462
matplotlib__matplotlib-25122,275,4,2395,2108,2203,95,192,9049,6171
matplotlib__matplotlib-25287,276,36,35383,13599,14711,1112,20672,4669,218423
matplotlib__matplotlib-25311,277,64,26223,20807,22831,2024,3392,9690,639471
matplotlib__matplotlib-25332,278,13,8063,5006,5439,433,2624,10195,34559
matplotlib__matplotlib-25479,279,64,45899,25566,27403,1837,18496,28511,949259
matplotlib__matplotlib-25775,280,64,44107,27097,28939,1842,15168,13200,955147
matplotlib__matplotlib-25960,281,64,29953,24121,25793,1672,4160,14894,855425
matplotlib__matplotlib-26113,282,18,9501,8292,8925,633,576,5215,99229
matplotlib__matplotlib-26208,283,64,118799,47450,49551,2101,69248,15316,1543183
matplotlib__matplotlib-26291,284,31,18503,17798,18631,833,-128,10508,342599
matplotlib__matplotlib-26342,285,64,37830,21876,23814,1938,14016,10112,805318
matplotlib__matplotlib-26466,286,28,13508,10112,10948,836,2560,4717,184644
mwaskom__seaborn-3069,287,64,49433,44758,46873,2115,2560,13105,1864089
mwaskom__seaborn-3187,288,55,50692,24222,25796,1574,24896,18367,683652
pallets__flask-5014,289,49,25762,15654,17250,1596,8512,6034,423394
psf__requests-1142,290,64,28332,23828,25964,2136,2368,18788,947436
psf__requests-1724,291,64,36512,27080,29216,2136,7296,15003,1035040
psf__requests-1766,292,30,14354,8609,9554,945,4800,5460,144082
psf__requests-1921,293,64,37354,26474,28650,2176,8704,27879,955690
psf__requests-2317,294,43,12722,10421,11954,1533,768,6675,243314
psf__requests-2931,295,64,38101,27046,29333,2287,8768,14153,835669
psf__requests-5414,296,61,22738,21100,22866,1766,-128,16225,838354
psf__requests-6028,297,64,27141,25440,27269,1829,-128,23693,790341
pydata__xarray-2905,298,43,12998,12078,13126,1048,-128,16060,264070
pydata__xarray-3095,299,64,59357,32015,34077,2062,25280,16369,890653
pydata__xarray-3151,300,64,31557,23393,25477,2084,6080,19946,903045
pydata__xarray-3305,301,64,39588,31395,33572,2177,6016,7810,1044196
pydata__xarray-3677,302,37,15176,14330,15304,974,-128,8864,270920
pydata__xarray-3993,303,63,37337,27541,29401,1860,7936,10596,783321
pydata__xarray-4075,304,14,15352,11161,11448,287,3904,3147,75768
pydata__xarray-4094,305,26,19883,12299,13035,736,6848,10167,153899
pydata__xarray-4356,306,52,36895,21092,22815,1723,14080,25018,504927
pydata__xarray-4629,307,6,3694,3730,3822,92,-128,953,13614
pydata__xarray-4687,308,64,30437,23920,25893,1973,4544,8397,940965
pydata__xarray-4695,309,4,3749,3794,3877,83,-128,8813,10789
pydata__xarray-4966,310,14,10081,9113,9505,392,576,3448,78049
pydata__xarray-6461,311,47,19073,16529,18177,1648,896,16550,439297
pydata__xarray-6599,312,64,29945,26826,28729,1903,1216,27058,997881
pydata__xarray-6721,313,4,3972,4065,4100,35,-128,559,14084
pydata__xarray-6744,314,27,13383,12761,13511,750,-128,10657,197191
pydata__xarray-6938,315,64,24444,22295,24572,2277,-128,24808,768892
pydata__xarray-6992,316,21,5451,4938,5579,641,-128,5358,58891
pydata__xarray-7229,317,55,66399,29835,31583,1748,34816,27797,953567
pydata__xarray-7233,318,51,51168,35581,37024,1443,14144,18048,764512
pydata__xarray-7393,319,64,31975,21656,23719,2063,8256,16541,767463
pylint-dev__pylint-4551,320,64,55321,28979,30681,1702,24640,13381,1142425
pylint-dev__pylint-4604,321,39,16183,13176,14455,1279,1728,6661,305591
pylint-dev__pylint-4661,322,9,4629,4557,4757,200,-128,2484,27541
pylint-dev__pylint-4970,323,64,101370,92406,94266,1860,7104,79541,3508474
pylint-dev__pylint-6386,324,64,58248,24545,26888,2343,31360,9875,781192
pylint-dev__pylint-6528,325,40,40223,14658,16031,1373,24192,13913,350047
pylint-dev__pylint-6903,326,31,17955,13106,13987,881,3968,8438,216931
pylint-dev__pylint-7080,327,64,28140,26290,28268,1978,-128,23660,1181484
pylint-dev__pylint-7277,328,49,48775,32136,33543,1407,15232,27106,929607
pylint-dev__pylint-8898,329,64,58833,31075,32977,1902,25856,10201,1064081
pytest-dev__pytest-10051,330,55,24230,22693,24358,1665,-128,13356,606502
pytest-dev__pytest-10081,331,64,39941,23174,25221,2047,14720,12963,762757
pytest-dev__pytest-10356,332,64,48808,35258,37416,2158,11392,12666,1496232
pytest-dev__pytest-5262,333,32,13523,8038,8979,941,4544,8652,154067
pytest-dev__pytest-5631,334,6,4978,4255,4466,211,512,940,20018
pytest-dev__pytest-5787,335,64,51008,47733,49728,1995,1280,19479,1640192
pytest-dev__pytest-5809,336,10,3413,3237,3541,304,-128,710,19285
pytest-dev__pytest-5840,337,33,22670,11669,12558,889,10112,16084,210190
pytest-dev__pytest-6197,338,29,20990,17404,18302,898,2688,16700,296702
pytest-dev__pytest-6202,339,29,11918,9716,10510,794,1408,2952,157006
pytest-dev__pytest-7205,340,30,11764,10894,11892,998,-128,3340,188276
pytest-dev__pytest-7236,341,21,13188,12728,13316,588,-128,14839,176324
pytest-dev__pytest-7324,342,39,32039,20823,22119,1296,9920,19594,461607
pytest-dev__pytest-7432,343,12,7416,7166,7544,378,-128,9864,50936
pytest-dev__pytest-7490,344,64,34379,27307,29323,2016,5056,20687,1149515
pytest-dev__pytest-7521,345,64,32177,26141,27825,1684,4352,9380,848753
pytest-dev__pytest-7571,346,50,34211,18520,20131,1611,14080,23077,495139
pytest-dev__pytest-7982,347,45,27089,18196,19409,1213,7680,6208,437585
pytest-dev__pytest-8399,348,56,22994,17837,19666,1829,3328,8037,616018
scikit-learn__scikit-learn-10297,349,35,20475,16409,17595,1186,2880,6940,306299
scikit-learn__scikit-learn-10844,350,25,33564,13324,13916,592,19648,5069,184284
scikit-learn__scikit-learn-10908,351,17,9182,6104,6622,518,2560,4356,69278
scikit-learn__scikit-learn-11310,352,64,74260,39726,41684,1958,32576,9594,1813844
scikit-learn__scikit-learn-11578,353,23,17913,17260,18041,781,-128,5183,240505
scikit-learn__scikit-learn-12585,354,41,14886,13667,15014,1347,-128,11076,271206
scikit-learn__scikit-learn-12682,355,64,40318,27197,29246,2049,11072,15555,1040958
scikit-learn__scikit-learn-12973,356,64,31603,16852,18803,1951,12800,9543,453811
scikit-learn__scikit-learn-13124,357,16,13591,12978,13591,613,0,16210,125591
scikit-learn__scikit-learn-13135,358,15,10138,9900,10266,366,-128,2774,91162
scikit-learn__scikit-learn-13142,359,23,15695,13912,14735,823,960,10460,207823
scikit-learn__scikit-learn-13328,360,21,11309,9983,10605,622,704,3192,151405
scikit-learn__scikit-learn-13439,361,53,27933,20280,21917,1637,6016,7410,599773
scikit-learn__scikit-learn-13496,362,53,29409,27448,29153,1705,256,6511,826145
scikit-learn__scikit-learn-13779,363,3,3494,3277,3366,89,128,8327,4006
scikit-learn__scikit-learn-14053,364,32,22195,18136,19187,1051,3008,17240,345267
scikit-learn__scikit-learn-14087,365,7,5388,5347,5516,169,-128,17591,20876
scikit-learn__scikit-learn-14141,366,10,2763,2602,2891,289,-128,629,14923
scikit-learn__scikit-learn-14496,367,9,2210,2088,2338,250,-128,1245,12770
scikit-learn__scikit-learn-14629,368,64,22542,20870,22670,1800,-128,13626,654798
scikit-learn__scikit-learn-14710,369,48,27763,26628,27891,1263,-128,16081,647987
scikit-learn__scikit-learn-14894,370,49,36378,27212,28634,1422,7744,14005,563418
scikit-learn__scikit-learn-14983,371,31,11148,10362,11276,914,-128,8045,177868
scikit-learn__scikit-learn-15100,372,19,7592,7185,7720,535,-128,4372,66920
scikit-learn__scikit-learn-25102,373,64,166664,84704,86664,1960,80000,68013,2474376
scikit-learn__scikit-learn-25232,374,64,41168,21615,23632,2017,17536,8159,824336
scikit-learn__scikit-learn-25747,375,38,62523,37132,38523,1391,24000,12421,628027
scikit-learn__scikit-learn-25931,376,64,27595,16354,18635,2281,8960,17100,599627
scikit-learn__scikit-learn-25973,377,12,11432,10496,10856,360,576,10687,76456
scikit-learn__scikit-learn-26194,378,64,35138,28395,30402,2007,4736,19690,824578
scikit-learn__scikit-learn-26323,379,21,11802,9421,10010,589,1792,3703,115802
scikit-learn__scikit-learn-9288,380,44,35119,23967,25455,1488,9664,10435,655087
sphinx-doc__sphinx-10323,381,3,4723,3875,3955,80,768,4252,5939
sphinx-doc__sphinx-10435,382,64,57605,26734,28677,1943,28928,28173,782789
sphinx-doc__sphinx-10449,383,64,36533,33877,36085,2208,448,33350,1005621
sphinx-doc__sphinx-10466,384,12,13799,13492,13927,435,-128,10650,85543
sphinx-doc__sphinx-10614,385,18,13886,12432,13054,622,832,20188,153342
sphinx-doc__sphinx-10673,386,35,15934,10880,12094,1214,3840,4690,242622
sphinx-doc__sphinx-11445,387,64,43499,21159,23147,1988,20352,14335,688043
sphinx-doc__sphinx-11510,388,29,24656,23915,24784,869,-128,18493,326672
sphinx-doc__sphinx-7440,389,48,32818,30781,32242,1461,576,7131,716850
sphinx-doc__sphinx-7454,390,13,5954,5692,6082,390,-128,1453,52610
sphinx-doc__sphinx-7462,391,59,43128,23475,25336,1861,17792,27083,667640
sphinx-doc__sphinx-7590,392,24,11889,7335,8177,842,3712,6198,105713
sphinx-doc__sphinx-7748,393,36,21852,12103,12892,789,8960,9282,194332
sphinx-doc__sphinx-7757,394,27,16525,8245,9101,856,7424,7310,101581
sphinx-doc__sphinx-7889,395,63,34035,30671,32563,1892,1472,12417,918835
sphinx-doc__sphinx-7910,396,53,44749,35199,36877,1678,7872,17755,957773
sphinx-doc__sphinx-7985,397,64,22986,15853,17866,2013,5120,19413,694282
sphinx-doc__sphinx-8035,398,37,15614,10094,11070,976,4544,7777,225470
